title,genres,popularity,release_date,budget,revenue,vote_count,vote_average,status,runtime,imdb_id,Metascore,imdbRating
Ocean's Eleven,"['Crime', 'Comedy']",22.157,1960-08-10,0,2800000,353,6.361,Released,127,tt0054135,57,6.5
Pretty Guardian Sailor Moon Eternal the Movie Part 1,"['Animation', 'Action', 'Fantasy']",17.918,2021-01-08,0,0,177,7.819,Released,81,tt10635042,N/A,7.0
Police Academy 6: City Under Siege,"['Comedy', 'Crime']",19.656,1989-03-09,15000000,33200000,846,5.1,Released,84,tt0098105,16,4.4
Quills,['Drama'],28.407,2000-11-22,13500000,7060876,641,7.137,Released,124,tt0180073,70,7.2
Crocodile Dundee,"['Adventure', 'Comedy']",21.655,1986-09-26,5000000,328203506,1883,6.416,Released,104,tt0090555,62,6.6
Annapolis,"['Drama', 'Action']",23.406,2006-01-27,26000000,17496992,509,6.8,Released,108,tt0417433,37,5.8
In the Heat of the Night,"['Crime', 'Drama', 'Mystery', 'Thriller']",22.404,1967-08-02,2000000,27379978,1068,7.6,Released,109,tt0061811,76,7.9
Mr. Holland's Opus,"['Drama', 'Music']",19.408,1995-12-29,31000000,106300000,408,6.977,Released,143,tt0113862,59,7.3
White Noise,"['Drama', 'Horror', 'Thriller']",18.903,2005-01-07,10000000,91196419,804,5.585,Released,101,tt0375210,30,5.5
Pokémon: Destiny Deoxys,"['Family', 'Adventure', 'Animation', 'Fantasy']",17.153,2004-07-22,0,34300000,256,6.6,Released,98,tt0435286,N/A,6.1
Merry Madagascar,"['Animation', 'Family']",27.154,2009-11-16,0,0,294,6.5,Released,30,tt1526300,N/A,6.6
Ravenous,"['Adventure', 'Horror', 'Western', 'Comedy']",25.153,1999-03-16,12000000,2000000,603,6.823,Released,101,tt0129332,46,6.9
The Saint,"['Thriller', 'Action', 'Romance', 'Science Fiction', 'Adventure']",22.152,1997-04-03,68000000,118100000,1114,6.1,Released,116,tt0120053,50,6.2
Chunin Exam on Fire! and Naruto vs. Konohamaru!,"['Animation', 'Action']",21.319,2011-07-30,0,0,80,7.4,Released,14,tt6163050,N/A,6.8
Bachelor Party,['Comedy'],30.416,1984-06-29,6000000,38435947,641,6.286,Released,105,tt0086927,56,6.3
The Condemned,"['Action', 'Thriller']",23.153,2007-04-27,20000000,8600000,782,6.104,Released,113,tt0443473,23,6.0
Smokin' Aces,"['Action', 'Comedy', 'Crime', 'Thriller']",25.418,2006-12-09,17000000,57103895,1637,6.5,Released,109,tt0475394,45,6.6
The Grifters,"['Crime', 'Drama']",21.663,1990-08-08,0,13446769,390,6.5,Released,110,tt0099703,86,6.9
Antebellum,['Horror'],16.425,2020-09-02,15000000,7060384,909,6.2,Released,105,tt10065694,43,5.8
Ooops! Noah Is Gone...,"['Animation', 'Adventure', 'Comedy', 'Family']",16.666,2015-03-26,6000000,22783699,317,6.4,Released,85,tt3411432,N/A,5.8
PK,"['Comedy', 'Drama', 'Science Fiction']",16.914,2014-12-18,13000000,118920000,993,7.7,Released,153,tt2338151,N/A,8.1
Dangerous Beauty,"['Drama', 'Romance']",21.913,1998-02-20,0,4553271,265,7.081,Released,111,tt0118892,N/A,7.1
The Postcard Killings,"['Drama', 'Thriller']",20.173,2020-03-13,0,0,575,6.4,Released,101,tt4106514,29,5.8
Bougainvillea,"['Action', 'Thriller']",23.147,2024-10-17,0,0,6,6.5,Released,138,tt32592802,N/A,6.5
Grandma's Boy,['Comedy'],16.661,2006-01-06,5000000,6538177,659,6.536,Released,95,tt0456554,33,6.9
Dark Harvest,"['Horror', 'Fantasy', 'Thriller']",25.456,2023-10-11,0,0,235,6.0,Released,96,tt9204328,N/A,5.5
The Flower of My Secret,"['Drama', 'Romance']",17.16,1995-09-22,0,0,223,6.8,Released,103,tt0113083,75,7.0
Dogma,"['Fantasy', 'Comedy', 'Adventure']",14.913,1999-11-12,10000000,31429330,2506,6.92,Released,130,tt0120655,62,7.3
Can't Buy Me Love,"['Drama', 'Comedy', 'Romance']",24.66,1987-08-14,1800000,31623833,662,6.93,Released,94,tt0092718,36,6.8
Sink the Bismarck!,"['War', 'Drama']",13.634,1960-02-11,0,0,101,6.777,Released,97,tt0054310,N/A,7.2
Dream Lover,"['Drama', 'Mystery', 'Thriller']",20.339,1993-10-24,0,0,81,5.9,Released,103,tt0109665,62,6.2
Max,"['Adventure', 'Drama', 'Family']",21.912,2015-06-26,20000000,44000000,819,7.2,Released,111,tt3369806,47,6.6
Batman and Harley Quinn,"['Adventure', 'Action', 'Animation', 'Science Fiction', 'Comedy']",21.414,2017-08-14,3500000,39091,606,6.1,Released,74,tt6556890,N/A,5.9
Ferry,"['Crime', 'Drama', 'Action']",22.989,2021-05-13,0,0,226,6.9,Released,106,tt14217100,N/A,7.0
Penoza: The Final Chapter,"['Action', 'Crime', 'Thriller', 'Drama']",18.957,2019-11-28,0,0,136,6.7,Released,116,tt9272572,N/A,6.1
La Dolce Vita,"['Comedy', 'Drama']",21.95,1960-02-05,0,19647000,1853,8.1,Released,176,tt0053779,95,8.0
Frailty,"['Drama', 'Thriller', 'Crime']",19.45,2002-04-12,11000000,17400000,1153,6.964,Released,100,tt0264616,64,7.2
When the Bough Breaks,"['Drama', 'Thriller']",20.165,2016-09-09,10000000,30658387,393,5.9,Released,97,tt1389139,28,5.2
No Sudden Move,"['Crime', 'Thriller']",23.211,2021-06-24,0,0,685,6.4,Released,115,tt11525644,76,6.4
From Mind to Heart,['Drama'],23.951,2024-12-20,0,0,0,0.0,Released,97,tt34057416,N/A,N/A
Turner & Hooch,"['Action', 'Comedy', 'Thriller', 'Crime', 'Family']",13.789,1989-07-28,13000000,71079915,1293,6.339,Released,97,tt0098536,36,6.2
Senior Year,['Comedy'],20.467,2022-05-11,0,0,822,5.943,Released,114,tt5315212,47,5.5
Sorcerer,"['Thriller', 'Adventure', 'Drama']",20.946,1977-06-24,22000000,9000000,543,7.4,Released,121,tt0076740,68,7.7
Horizon: An American Saga - Chapter 2,"['Western', 'Drama']",23.892,2025-04-03,50000000,0,0,0.0,Released,190,tt27665778,49,7.1
Finding You,"['Romance', 'Drama']",24.959,2021-05-13,0,3300000,190,6.8,Released,119,tt8760280,41,6.4
The Price of Nonna's Inheritance,"['Comedy', 'Crime']",13.785,2024-06-04,0,0,77,5.7,Released,90,tt30494321,N/A,5.3
Europa Report,"['Science Fiction', 'Thriller']",20.948,2013-06-27,125687,0,1369,6.3,Released,90,tt2051879,68,6.4
Fighting,"['Action', 'Crime', 'Romance']",16.699,2009-04-24,0,32474120,671,5.928,Released,105,tt1082601,61,5.6
The Last Temptation of Christ,['Drama'],19.445,1988-05-28,7000000,33773585,1060,7.2,Released,163,tt0095497,80,7.5
Ghost in the Shell 2: Innocence,"['Animation', 'Drama', 'Science Fiction']",29.694,2004-03-06,0,10079829,856,7.3,Released,100,tt0347246,66,7.4
Flatliners,"['Drama', 'Science Fiction', 'Horror']",20.193,1990-08-10,26000000,61489265,1535,6.491,Released,115,tt0099582,55,6.6
Grotesque,"['Horror', 'Thriller']",16.694,2009-01-17,0,0,222,5.628,Released,73,tt1352369,N/A,4.7
Witness,"['Crime', 'Drama', 'Romance', 'Thriller']",26.692,1985-02-08,12000000,68700000,1659,7.1,Released,112,tt0090329,76,7.4
Max Steel,"['Action', 'Adventure', 'Science Fiction']",20.697,2016-10-14,10000000,6272403,774,5.57,Released,92,tt1472584,22,4.6
Rebel Without a Cause,['Drama'],24.942,1955-10-27,1500000,4500000,1607,7.5,Released,111,tt0048545,89,7.6
Another Round,"['Comedy', 'Drama']",22.452,2020-09-24,5150000,21700000,3256,7.6,Released,117,tt10288566,79,7.7
Restless,"['Action', 'Thriller', 'Crime']",21.209,2022-02-25,0,0,377,6.072,Released,95,tt14465894,N/A,5.8
Vacation Friends 2,['Comedy'],23.23,2023-08-25,0,0,232,6.366,Released,106,tt15351980,N/A,5.4
Dark Angel,"['Action', 'Thriller', 'Science Fiction', 'Crime', 'Horror']",24.445,1990-01-26,7000000,9200000,317,5.9,Released,91,tt0099817,N/A,6.1
"Watch Out, We're Mad","['Action', 'Comedy']",13.761,1974-03-29,0,36782781,801,7.4,Released,102,tt0069697,N/A,7.3
Colonia,"['Drama', 'History']",18.696,2015-06-24,14000000,3621046,1888,7.265,Released,106,tt4005402,33,7.0
Faces in the Crowd,"['Thriller', 'Crime']",17.442,2011-10-25,15000000,0,484,6.106,Released,102,tt1536410,N/A,5.7
Attraction,"['Drama', 'Romance', 'Science Fiction', 'Adventure']",27.945,2017-01-26,5027266,19454845,809,6.7,Released,117,tt4731148,N/A,5.6
D.E.B.S.,"['Action', 'Comedy', 'Romance']",22.945,2005-03-25,3500000,0,554,6.415,Released,91,tt0367631,42,5.4
Punisher: War Zone,"['Action', 'Crime']",24.94,2008-12-05,20500000,10089373,1136,5.8,Released,102,tt0450314,30,5.9
13 Sins,"['Horror', 'Thriller']",28.442,2014-04-11,5000000,13809,1090,6.3,Released,93,tt2059171,44,6.3
Rapture-Palooza,"['Comedy', 'Fantasy', 'Horror']",32.089,2013-06-07,0,0,237,5.1,Released,85,tt1879032,44,5.2
28 Days,"['Comedy', 'Drama']",20.189,2000-04-06,43000000,62198945,985,6.132,Released,103,tt0191754,46,6.1
The Rugrats Movie,"['Family', 'Animation', 'Comedy', 'Adventure']",22.939,1998-11-20,30000000,100491683,571,6.207,Released,80,tt0134067,62,5.9
Hush,"['Horror', 'Thriller']",20.693,2016-03-12,0,0,4559,6.7,Released,82,tt5022702,67,6.6
Cell,"['Horror', 'Science Fiction', 'Thriller']",21.192,2016-07-06,0,1133031,1055,4.677,Released,98,tt0775440,38,4.4
Godzilla: Final Wars,"['Action', 'Adventure', 'Science Fiction', 'Fantasy', 'Thriller']",21.188,2004-12-04,19500000,12000000,302,7.043,Released,125,tt0399102,N/A,6.3
The Delta Force,"['Action', 'Thriller', 'Adventure', 'War']",23.67,1986-02-14,9000000,17768900,422,5.9,Released,129,tt0090927,37,5.6
House of Pleasures,['Drama'],21.692,2011-09-21,0,0,245,6.5,Released,126,tt1660379,75,6.7
Professor Marston and the Wonder Women,"['Drama', 'Romance']",27.676,2017-10-13,7000000,1600000,863,7.179,Released,108,tt6133130,68,7.0
Velvet Goldmine,"['Drama', 'Music']",14.688,1998-08-28,9000000,4300000,497,6.9,Released,123,tt0120879,65,6.9
Barbie as the Island Princess,"['Animation', 'Family']",25.92,2007-09-17,0,0,723,7.2,Released,85,tt1092053,N/A,6.5
Spanglish,['Comedy'],18.42,2004-12-17,80000000,55470154,1273,6.0,Released,130,tt0371246,48,6.4
Monster Hunt 2,"['Adventure', 'Comedy', 'Fantasy']",18.926,2018-02-16,0,361682618,127,6.7,Released,110,tt6170484,63,5.4
Red Cliff II,"['Action', 'Adventure', 'Drama', 'History', 'War']",22.922,2009-01-07,80000000,121059225,439,7.293,Released,141,tt1326972,N/A,7.5
Zookeeper,"['Comedy', 'Romance', 'Family']",20.923,2011-07-06,80000000,169900000,1648,5.4,Released,102,tt1222817,30,5.2
Seeds of Yesterday,"['TV Movie', 'Thriller', 'Drama']",17.923,2015-04-12,0,0,103,6.5,Released,86,tt4103992,N/A,5.8
Grimcutty,['Horror'],25.444,2022-10-10,0,0,377,5.127,Released,101,tt17196124,N/A,4.3
The Intruder,['Thriller'],16.176,2019-05-03,8000000,40600000,571,6.0,Released,102,tt6722030,39,5.6
Death at a Funeral,"['Comedy', 'Drama']",18.17,2007-08-17,9000000,46789413,1722,6.9,Released,91,tt0795368,67,7.3
ReEmigrantai 2,"['Comedy', 'Action']",22.992,2024-12-20,0,0,0,0.0,Released,0,,,
Velvet Goldmine,"['Drama', 'Music']",14.688,1998-08-28,9000000,4300000,497,6.9,Released,123,tt0120879,65,6.9
Armageddon Time,['Drama'],24.192,2022-10-28,15000000,6524886,417,6.5,Released,114,tt10343028,74,6.5
Bring It On,['Comedy'],24.688,2000-08-25,28000000,90449929,1687,6.2,Released,98,tt0204946,52,6.1
Mutant: Ghost War Girl,"['Science Fiction', 'Action']",20.72,2022-09-26,0,0,51,5.353,Released,72,tt18413900,N/A,4.5
Chernobyl Diaries,"['Horror', 'Thriller']",21.669,2012-05-24,1000000,38390020,1552,5.287,Released,88,tt1991245,N/A,5.0
Falling Inn Love,"['Romance', 'Comedy']",19.945,2019-08-29,0,0,1147,6.5,Released,98,tt9860728,N/A,5.7
Sadomania,"['Action', 'Horror']",20.516,1981-03-27,0,198242,36,5.2,Released,84,tt0083019,N/A,4.7
Life as a House,['Drama'],19.937,2001-10-25,18000000,0,401,7.1,Released,125,tt0264796,45,7.4
Fantasm Comes Again,['Comedy'],21.756,1977-12-26,72000,0,19,4.7,Released,99,tt0076015,N/A,4.4
The Island of Dr. Moreau,"['Science Fiction', 'Horror', 'Adventure']",17.185,1977-07-13,6000000,0,146,5.5,Released,99,tt0076210,N/A,5.9
Wishmaster,"['Horror', 'Fantasy']",19.686,1997-09-19,5000000,15738769,586,6.0,Released,90,tt0120524,N/A,5.8
"Kinsenas, Katapusan",['Thriller'],32.056,2022-02-04,0,0,11,5.7,Released,87,tt18289752,N/A,4.8
Lost Highway,"['Drama', 'Thriller', 'Mystery']",22.184,1997-01-15,15000000,3836866,2582,7.6,Released,134,tt0116922,53,7.6
Lady Chatterley's Lover,"['Drama', 'Romance']",24.459,2022-11-22,0,0,418,6.6,Released,126,tt14369780,67,6.6
30 Minutes or Less,"['Action', 'Adventure', 'Comedy']",20.186,2011-08-11,28000000,40500000,1694,5.8,Released,83,tt1622547,49,6.0
West Sex Journey 2,['Romance'],22.207,1998-06-16,0,0,9,4.9,Released,71,,,
The Favourite,"['Drama', 'Comedy', 'Thriller', 'History']",21.691,2018-11-23,15000000,95918706,5486,7.5,Released,120,tt5083738,91,7.5
Mr. Holmes,"['Drama', 'Crime', 'Family', 'Mystery']",18.464,2015-06-19,11000000,29355203,1831,6.466,Released,104,tt3168230,67,6.8
Betty Blue,"['Drama', 'Romance']",32.036,1986-04-09,0,2003822,406,7.2,Released,120,tt0090563,56,7.3
Mank,"['Drama', 'History']",14.194,2020-11-13,25000000,122252,1597,6.682,Released,132,tt10618286,79,6.8
Aftermath,"['Action', 'Thriller']",26.327,2024-09-27,0,0,22,5.7,Released,95,tt26545708,N/A,5.0
3 Ninjas Kick Back,"['Family', 'Adventure', 'Action', 'Comedy']",19.181,1994-02-25,20000000,11798854,287,5.6,Released,93,tt0109015,39,4.6
Detective Conan: Sunflowers of Inferno,"['Animation', 'Crime', 'Adventure', 'Mystery']",17.892,2015-04-18,0,52920296,115,6.1,Released,113,tt3737650,N/A,6.2
Chariots of Fire,"['Drama', 'History']",16.683,1981-05-15,5500000,58972904,914,6.8,Released,123,tt0082158,78,7.1
Cooties,"['Comedy', 'Horror']",16.435,2014-10-10,0,581011,737,5.9,Released,88,tt2490326,49,5.7
Scared Shrekless,"['Animation', 'Comedy', 'Family']",28.39,2010-10-28,0,0,466,6.7,Released,21,tt1725156,N/A,6.7
Soul Surfer,"['Family', 'Drama']",21.64,2011-04-08,18000000,47088990,1176,7.0,Released,112,tt1596346,53,7.0
¿Quieres ser mi hijo?,"['Comedy', 'Romance']",30.679,2023-09-21,0,0,247,8.5,Released,100,tt27391124,N/A,N/A
Nine to Five,['Comedy'],17.887,1980-12-18,10000000,103300000,486,6.9,Released,110,tt0080319,58,6.9
The Salvation,"['Drama', 'Western']",14.14,2014-05-22,10500000,1363964,847,6.5,Released,92,tt2720680,64,6.7
Fatman,"['Action', 'Comedy', 'Fantasy']",22.569,2020-10-19,20000000,1651413,827,5.5,Released,100,tt10310140,40,5.9
Guess Who,"['Comedy', 'Romance']",18.385,2005-03-25,35000000,103100000,901,6.0,Released,105,tt0372237,49,5.9
Scooby-Doo! and KISS: Rock and Roll Mystery,"['Family', 'Animation', 'Comedy', 'Mystery']",15.638,2015-07-09,0,0,317,8.0,Released,79,tt4717798,N/A,6.5
Goodbye Christopher Robin,"['Family', 'History', 'Drama']",15.14,2017-09-29,0,7299662,827,7.0,Released,107,tt1653665,54,7.1
Shattered,"['Thriller', 'Horror', 'Crime', 'Mystery']",21.15,2022-01-14,0,0,153,5.725,Released,92,tt14923008,27,5.0
Finding Neverland,"['Drama', 'Fantasy']",17.385,2004-10-17,25000000,116766556,3531,7.3,Released,106,tt0308644,67,7.7
Transformers: Dark of the Moon,"['Action', 'Science Fiction', 'Adventure']",20.347,2011-06-28,195000000,1123794079,8296,6.2,Released,154,tt1399103,42,6.2
The Phantom,"['Adventure', 'Action']",17.883,1996-06-06,45000000,17323326,564,5.2,Released,100,tt0117331,53,5.1
"Turn Me On, Dammit!","['Drama', 'Comedy']",30.634,2011-08-19,3100000,1743743,204,6.3,Released,76,tt1650407,70,6.3
Joshua Tree,['Action'],15.417,1993-04-08,9000000,0,155,6.042,Released,106,tt0106309,N/A,5.7
The X Files: I Want to Believe,"['Mystery', 'Science Fiction', 'Thriller']",24.419,2008-07-24,30000000,69363381,1493,5.8,Released,104,tt0443701,47,5.9
Woman in Gold,['Drama'],17.135,2015-03-20,11000000,61619773,1371,7.305,Released,109,tt2404425,51,7.3
Runaway Jury,"['Drama', 'Thriller']",26.419,2003-01-16,60000000,80154140,1267,6.9,Released,127,tt0313542,61,7.1
7 Guardians of the Tomb,"['Action', 'Adventure', 'Horror']",24.637,2018-01-19,0,7910928,217,5.438,Released,90,tt4915672,N/A,4.4
Twilight Zone: The Movie,"['Horror', 'Fantasy', 'Science Fiction']",20.383,1983-06-24,10000000,29450920,717,6.5,Released,101,tt0086491,44,6.4
Life After Fighting,"['Action', 'Drama', 'Thriller']",29.841,2024-06-07,0,0,12,6.9,Released,126,tt21478426,N/A,6.4
Super 8,"['Thriller', 'Science Fiction', 'Mystery']",22.183,2011-06-08,50000000,260100000,6566,6.767,Released,112,tt1650062,72,7.0
I Am Wrath,"['Action', 'Crime', 'Drama', 'Thriller']",19.922,2016-04-14,18000000,0,656,5.636,Released,92,tt3212232,N/A,5.4
Replicas,"['Science Fiction', 'Thriller', 'Drama']",32.005,2018-10-25,30000000,8100000,1357,6.0,Released,107,tt4154916,19,5.5
Mr. Monk's Last Case: A Monk Movie,"['Comedy', 'Crime', 'Mystery', 'TV Movie']",15.73,2023-12-08,0,0,142,7.1,Released,97,tt27145269,N/A,6.7
The Secret,['Documentary'],14.632,2006-03-26,3500000,65600000,360,6.6,Released,90,tt0846789,N/A,5.6
"Merry Christmas, Mr. Lawrence","['Drama', 'History', 'War']",31.993,1983-05-28,0,2306560,458,7.3,Released,124,tt0085933,53,7.2
Next Gen,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",19.435,2018-09-07,22000000,0,768,7.0,Released,105,tt7133686,N/A,6.6
The Manchurian Candidate,"['Thriller', 'Drama']",19.181,1962-10-24,2200000,7700000,709,7.5,Released,126,tt0056218,94,7.9
Meet Dave,"['Comedy', 'Science Fiction', 'Adventure', 'Family']",23.93,2008-07-08,60000000,50650079,1415,5.3,Released,90,tt0765476,43,5.1
Super,"['Comedy', 'Action', 'Drama']",14.929,2010-11-26,2500000,1185012,1558,6.5,Released,96,tt1512235,50,6.7
Lowlifes,"['Horror', 'Thriller']",28.064,2024-04-11,0,0,53,6.311,Released,90,tt31499750,N/A,6.2
Death Wish V: The Face of Death,"['Action', 'Crime', 'Drama']",16.677,1994-01-14,5000000,1702394,276,5.5,Released,95,tt0109578,25,4.9
Lake Placid,"['Horror', 'Comedy', 'Action', 'Science Fiction', 'Thriller']",20.176,1999-07-15,27000000,56870414,1115,5.908,Released,82,tt0139414,34,5.8
Professor Marston and the Wonder Women,"['Drama', 'Romance']",27.676,2017-10-13,7000000,1600000,863,7.179,Released,108,tt6133130,68,7.0
Confessions of a Teenage Drama Queen,['Comedy'],15.675,2004-02-17,15000000,29331068,891,5.7,Released,89,tt0361467,33,4.7
The Cable Guy,"['Comedy', 'Drama', 'Thriller']",19.423,1996-06-10,47000000,102825796,2398,6.0,Released,96,tt0115798,56,6.1
Fiddler on the Roof,"['Drama', 'Romance']",21.173,1971-11-03,9000000,83304330,568,7.7,Released,181,tt0067093,67,8.0
Broken Arrow,"['Western', 'Romance']",21.423,1950-08-01,0,3600000,195,6.662,Released,93,tt0042286,N/A,7.1
The Furies,"['Horror', 'Action', 'Thriller']",15.93,2019-04-12,0,0,175,5.477,Released,82,tt8228172,N/A,5.4
The Tender Bar,['Drama'],15.438,2021-12-17,0,0,536,6.625,Released,104,tt3108894,53,6.7
Contempt,"['Drama', 'Romance']",16.422,1963-10-29,900000,528428,831,7.1,Released,103,tt0057345,N/A,7.4
Best. Christmas. Ever!,['Comedy'],16.969,2023-11-16,0,0,210,5.4,Released,82,tt7038762,N/A,4.4
Trust,"['Drama', 'History']",31.723,1976-08-20,0,0,4,3.5,Released,90,tt0133072,N/A,4.7
Adult Only Institute,"['Comedy', 'Drama', 'Romance']",16.265,2017-03-14,0,0,12,4.5,Released,87,tt13039100,N/A,N/A
Maniac,"['Horror', 'Thriller']",26.902,2012-12-26,6000000,2631275,925,6.053,Released,89,tt2103217,47,6.1
Star Trek: Nemesis,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",21.65,2002-12-13,60000000,67336470,1418,6.3,Released,116,tt0253754,51,6.4
"The Cook, the Thief, His Wife & Her Lover","['Crime', 'Drama']",13.649,1989-10-13,2300000,7724701,624,7.3,Released,124,tt0097108,62,7.5
Sleeping with the Enemy,"['Drama', 'Crime', 'Thriller']",24.399,1991-01-13,19000000,175000000,1076,6.5,Released,99,tt0102945,48,6.3
Day of the Woman,"['Horror', 'Thriller']",29.649,1978-11-02,80000,0,626,6.018,Released,101,tt0077713,19,5.6
The Eiger Sanction,"['Action', 'Adventure', 'Drama']",20.398,1975-05-21,9000000,14200000,396,6.1,Released,129,tt0072926,61,6.4
The Pirates: The Last Royal Treasure,"['Action', 'Adventure', 'Comedy', 'Fantasy']",26.915,2022-01-26,19597380,10247262,193,6.5,Released,126,tt17491040,N/A,6.1
The Exorcism of Hannah Stevenson,"['Fantasy', 'Horror']",26.626,2022-03-14,0,0,32,5.9,Released,75,tt11959452,N/A,2.7
Hellbound: Hellraiser II,"['Horror', 'Thriller', 'Fantasy']",27.147,1988-12-23,3000000,12090735,1104,6.406,Released,97,tt0095294,41,6.4
Dilig,['Drama'],25.547,2024-01-30,0,0,3,4.3,Released,45,tt31021984,N/A,N/A
Heavy Metal,"['Animation', 'Science Fiction', 'Adventure', 'Fantasy', 'Music']",25.648,1981-08-07,9300000,20100000,697,6.5,Released,90,tt0082509,51,6.6
Tenacious D in The Pick of Destiny,"['Comedy', 'Music', 'Fantasy', 'Adventure']",29.398,2006-11-22,22000000,13405595,1592,6.8,Released,93,tt0365830,55,6.8
Top Secret!,['Comedy'],27.644,1984-06-08,9000000,20500000,1167,7.1,Released,90,tt0088286,68,7.2
The Magician's Elephant,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Comedy']",17.923,2023-03-10,0,0,204,6.9,Released,99,tt2560092,53,6.5
Hair,"['Music', 'Drama', 'Comedy']",31.671,1979-03-15,11000000,15313606,660,7.291,Released,121,tt0079261,68,7.5
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,"['Action', 'Adventure', 'Comedy', 'Drama', 'Animation']",19.396,2007-03-03,0,7090891,147,6.9,Released,90,tt1037116,N/A,6.8
Doraemon: Nobita's Great Battle of the Mermaid King,"['Adventure', 'Family', 'Animation', 'Fantasy']",20.225,2010-03-06,0,43100000,61,7.1,Released,100,tt1613031,N/A,6.5
The Boogeyman,"['Horror', 'Thriller', 'Mystery']",27.429,2023-05-31,41900000,66978229,882,6.4,Released,99,tt3427252,55,5.9
Life After Fighting,"['Action', 'Drama', 'Thriller']",29.841,2024-06-07,0,0,12,6.9,Released,126,tt21478426,N/A,6.4
The Stoning of Soraya M.,"['Crime', 'Drama']",18.382,2009-06-26,0,1100000,223,7.6,Released,114,tt1277737,50,7.9
On a Magical Night,"['Comedy', 'Drama']",17.386,2019-10-09,0,0,247,6.3,Released,88,tt10115562,53,6.0
IO,['Science Fiction'],20.136,2019-01-18,0,0,1356,5.0,Released,96,tt3256226,40,4.8
Honest Thief,"['Thriller', 'Action', 'Crime']",22.889,2020-09-03,0,31220247,1730,6.5,Released,99,tt1838556,46,6.0
